Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
843,University 69,3.22,Phd,New Shawn,F,1,0,N/A,0,Full-stack Developer,12/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,2.34,1
844,University 58,3.52,Bachelors,Martinezmouth,M,N/A,0,N/A,3,Full-stack Developer,08/22,11/23,Back-end Developer,01/18,09/21,Web Developer,10/16,01/17,8.47,0
845,University 56,3.21,Post-Doc,Lake Joseph,N/A,0,1,0,0,Data Analyst,02/19,01/20,Front-end Developer,02/22,12/25,Back-end Developer,08/18,08/20,7.11,0
846,University 62,2.95,Post-Doc,Emilyland,M,N/A,1,1,0,Back-end Developer,09/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,3.12,1
847,University 2,3.1,Bachelors,Clementsborough,F,N/A,1,0,0,Technical Support Specialist,11/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,5.03,0
848,University 164,2.99,Bachelors,Goodmanside,M,1,0,1,3,Web Developer,02/23,08/23,Applications Developer,01/18,07/21,System Analyst,12/19,12/23,6.65,0
849,University 176,2.97,Some College,Hicksshire,F,N/A,0,0,0,Product Manager,12/19,11/21,IT Manager,03/19,10/21,Technical Support Specialist,12/20,05/22,6.45,1
850,University 76,3.69,Some College,East William,F,0,1,N/A,0,Applications Developer,06/17,12/18,Full-stack Developer,05/18,06/20,Data Analyst,08/17,10/20,0.24,0
851,University 132,3.16,Phd,Lake Matthew,M,N/A,0,0,0,Data Analyst,02/18,08/21,Applications Developer,03/22,11/23,Developer,03/18,09/21,5.97,0
852,University 52,3.07,Some College,Hernandezland,N/A,0,1,N/A,0,Network Administrator,07/16,11/19,Full-stack Developer,12/20,12/22,N/A,N/A,N/A,3.42,0
853,University 107,3.38,High School,Jameschester,F,1,0,1,3,Technical Support Specialist,11/19,06/22,Full-stack Developer,04/22,02/24,Applications Developer,02/17,07/18,2.88,0
854,University 22,3.74,Phd,Adamstown,M,N/A,0,1,3,System Analyst,06/21,09/23,UX Designer,08/20,08/21,N/A,N/A,N/A,8.84,1
855,University 46,3.17,Post-Doc,Stevenmouth,M,N/A,0,1,0,Front-end Developer,03/18,09/19,Software Engineer,07/16,09/18,N/A,N/A,N/A,9.54,1
856,University 106,3.34,Phd,Danachester,M,N/A,1,1,4,System Analyst,11/22,03/23,Front-end Developer,06/16,10/17,UX Designer,12/21,05/22,5.48,0
857,University 50,3.91,Masters,East Christopherton,N/A,0,0,N/A,3,Front-end Developer,01/20,06/23,Front-end Developer,01/23,04/24,Business Analyst,10/18,01/21,2.24,0
858,University 51,3.22,Masters,East Johnfort,M,N/A,1,N/A,4,Software Engineer,01/21,03/21,Teaching Assistant,04/20,08/21,N/A,N/A,N/A,6.01,1
859,University 11,3.18,Post-Doc,Port Carrie,F,0,1,N/A,0,Research Assistant,07/16,12/16,Data Scientist,03/21,01/23,Network Administrator,06/22,01/25,3.71,0
860,University 139,3.17,High School,North Beth,F,1,1,N/A,0,System Analyst,05/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,0.83,0
861,University 55,2.98,Bachelors,Williamshire,N/A,N/A,1,N/A,0,Back-end Developer,05/16,01/17,Data Analyst,08/17,12/20,N/A,N/A,N/A,7.96,0
862,University 19,3.28,Some College,Craigstad,F,N/A,1,N/A,2,Product Manager,10/21,12/21,Technical Support Specialist,09/18,04/20,N/A,N/A,N/A,3.22,0
863,University 185,3.31,Some College,West Gabriellaside,F,0,0,1,3,Web Developer,11/20,09/24,Data Scientist,11/19,01/22,N/A,N/A,N/A,7.07,0
864,University 6,3.32,Masters,West Gregoryburgh,M,0,0,1,3,Teaching Assistant,06/22,12/22,Technical Support Specialist,12/22,03/24,N/A,N/A,N/A,3.29,1
865,University 1,3.22,High School,East Melissafurt,F,0,0,N/A,3,Product Manager,04/22,10/24,Data Analyst,11/16,02/19,Research Assistant,08/16,05/20,2.22,0
866,University 47,2.97,Masters,Port Angelabury,N/A,0,1,0,0,Network Administrator,06/22,01/23,Front-end Developer,02/20,09/22,Product Manager,11/21,05/24,7.35,0
867,University 96,3.46,Masters,Aaronbury,M,0,1,0,0,Web Developer,09/17,06/21,QA Analyst,10/16,11/17,IT Manager,10/17,05/19,2.07,0
868,University 10,2.81,Bachelors,West Denise,N/A,0,1,1,0,Software Engineer,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,3.55,0
869,University 189,3.33,Bachelors,Travisside,F,1,0,0,3,Full-stack Developer,12/19,09/23,Product Manager,03/20,02/21,Teaching Assistant,12/22,01/25,6.48,0
870,University 147,3.84,Bachelors,East Maria,M,1,1,1,4,Data Scientist,05/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,6.29,1
871,University 7,3.86,Post-Doc,West Eric,F,N/A,0,N/A,0,Developer,07/16,08/17,Data Scientist,09/18,11/21,QA Analyst,04/16,07/19,3.68,0
872,University 132,2.81,Bachelors,South Kristin,M,1,0,1,3,Back-end Developer,09/22,07/23,Applications Developer,01/23,11/26,Technical Support Specialist,12/21,08/22,4.09,0
873,University 106,3.06,Post-Doc,North Tonya,M,0,0,1,0,Web Developer,09/22,06/24,N/A,N/A,N/A,N/A,N/A,N/A,6.73,1
874,University 180,3.37,Bachelors,Philliphaven,N/A,1,1,N/A,4,Full-stack Developer,01/19,03/22,Front-end Developer,12/17,09/21,N/A,N/A,N/A,2.9,0
875,University 84,3.32,Masters,New Laurenfort,M,N/A,1,N/A,0,Network Administrator,11/18,09/20,Technical Support Specialist,02/21,10/22,N/A,N/A,N/A,3.66,1
876,University 148,3.71,Some College,Darrenberg,M,N/A,0,N/A,4,Back-end Developer,08/20,08/23,Web Developer,10/20,03/23,N/A,N/A,N/A,0.83,0
877,University 124,3.26,High School,Port Jamesstad,F,0,0,1,3,Business Analyst,04/21,01/25,Product Manager,07/22,10/24,Business Analyst,03/18,02/21,7.83,0
878,University 161,3.8,Some College,New Christopherland,N/A,0,0,1,0,UX Designer,05/21,11/23,N/A,N/A,N/A,N/A,N/A,N/A,6.0,0
879,University 197,3.87,Masters,West Michael,M,N/A,1,0,0,System Analyst,08/18,06/20,Network Administrator,01/19,08/21,N/A,N/A,N/A,4.27,1
880,University 21,2.81,Bachelors,Christineton,F,0,1,1,0,Network Administrator,11/20,03/21,Business Analyst,05/20,07/21,N/A,N/A,N/A,2.4,1
881,University 58,3.58,Phd,East Bethany,M,1,0,1,3,Developer,11/22,12/24,N/A,N/A,N/A,N/A,N/A,N/A,5.99,1
882,University 70,3.33,Some College,West Trevorchester,M,1,1,N/A,0,IT Manager,05/18,03/21,N/A,N/A,N/A,N/A,N/A,N/A,9.42,0
883,University 16,3.57,Masters,Christianville,F,1,0,N/A,3,Data Scientist,03/21,03/23,Full-stack Developer,03/20,05/20,N/A,N/A,N/A,2.35,0
884,University 198,2.87,Some College,Jessicachester,F,1,1,0,0,Front-end Developer,01/17,12/17,Back-end Developer,02/17,09/19,N/A,N/A,N/A,0.2,0
885,University 35,3.58,Bachelors,Millerside,M,0,1,N/A,4,Applications Developer,07/20,06/24,System Analyst,01/17,04/17,N/A,N/A,N/A,4.77,0
886,University 2,3.5,Phd,Lake Matthewborough,M,0,1,N/A,3,Research Assistant,02/22,02/24,Research Assistant,06/17,08/20,N/A,N/A,N/A,8.52,0
887,University 25,3.24,Phd,Scottville,M,1,0,N/A,0,UX Designer,02/19,07/21,Web Developer,06/16,10/18,QA Analyst,02/20,02/22,8.44,0
888,University 16,3.54,High School,Port Christopherfurt,M,N/A,0,1,0,Technical Support Specialist,12/16,07/19,Product Manager,01/23,03/26,Database Administrator,03/23,12/25,0.4,1
889,University 50,3.03,Some College,North Joseph,F,0,1,N/A,3,Back-end Developer,03/22,05/24,Database Administrator,01/17,08/20,Data Analyst,07/18,01/20,9.3,0
890,University 28,3.31,Post-Doc,South Steven,N/A,1,0,0,1,UX Designer,01/17,02/17,System Analyst,01/20,10/21,N/A,N/A,N/A,1.11,0
891,University 22,3.87,Masters,Lopezside,F,1,0,N/A,3,Data Analyst,04/23,12/26,Business Analyst,05/21,09/22,Network Administrator,05/16,04/20,6.56,0
892,University 64,3.0,Post-Doc,New Amy,F,1,1,1,3,Research Assistant,09/22,06/24,Back-end Developer,11/17,02/20,N/A,N/A,N/A,0.65,0
893,University 36,3.52,Phd,Port Andreachester,M,0,0,1,0,Network Administrator,09/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,5.81,0
894,University 23,3.0,Masters,Port Michaelchester,M,N/A,0,0,3,Developer,04/16,07/16,Front-end Developer,08/22,10/24,Software Engineer,06/17,06/18,8.86,0
895,University 178,2.99,Post-Doc,Gaineston,F,0,0,N/A,0,System Analyst,01/17,09/20,Product Manager,05/18,07/20,N/A,N/A,N/A,4.55,1
896,University 113,3.13,Bachelors,Franceschester,F,1,1,0,4,Developer,01/22,12/25,Software Engineer,08/17,07/19,Database Administrator,01/23,07/23,5.28,0
897,University 136,3.52,Phd,North Teresaville,F,N/A,0,0,3,Developer,04/18,11/21,Research Assistant,08/20,04/23,Research Assistant,03/23,06/23,6.31,0
898,University 69,3.29,Post-Doc,North Brandonbury,N/A,1,1,1,4,Technical Support Specialist,08/22,11/22,QA Analyst,11/21,11/23,Back-end Developer,06/16,12/16,8.04,0
899,University 128,3.33,Masters,Debraton,M,N/A,0,0,4,IT Manager,05/21,02/24,N/A,N/A,N/A,N/A,N/A,N/A,6.42,1
900,University 125,2.87,High School,Evanside,N/A,1,1,0,4,IT Manager,03/20,09/21,UX Designer,04/20,08/23,System Analyst,06/18,02/19,3.94,0
901,University 131,3.75,Some College,New Aliceland,N/A,1,1,N/A,0,Data Analyst,07/16,07/17,N/A,N/A,N/A,N/A,N/A,N/A,8.44,0
902,University 184,2.92,Some College,North James,N/A,N/A,0,N/A,0,UX Designer,02/17,03/18,Data Scientist,10/21,01/22,N/A,N/A,N/A,5.75,0
903,University 12,3.49,Some College,East Samuel,N/A,0,0,0,4,System Analyst,08/22,11/22,N/A,N/A,N/A,N/A,N/A,N/A,7.22,0
904,University 12,3.86,Masters,New Meganmouth,F,1,1,0,4,Product Manager,10/22,12/22,N/A,N/A,N/A,N/A,N/A,N/A,5.74,0
905,University 142,3.3,Some College,East Jessicafort,M,N/A,0,N/A,3,Developer,03/22,07/25,Network Administrator,04/22,12/22,N/A,N/A,N/A,4.28,0
906,University 171,3.49,Masters,Katherinemouth,N/A,1,0,1,3,Business Analyst,09/21,02/22,Full-stack Developer,01/23,05/26,N/A,N/A,N/A,7.38,0
907,University 44,2.97,High School,Stokesfort,F,0,0,1,3,Web Developer,03/19,03/22,Business Analyst,07/22,09/25,N/A,N/A,N/A,7.46,1
908,University 2,3.33,Some College,Port Sandra,F,0,0,1,0,Data Scientist,12/16,03/19,Data Analyst,12/20,03/22,Product Manager,11/17,04/18,6.01,0
909,University 83,2.94,Bachelors,Brownville,N/A,0,0,1,2,Data Scientist,07/19,12/19,UX Designer,12/17,05/19,Technical Support Specialist,03/22,06/23,6.91,0
910,University 130,3.53,High School,Cookechester,M,0,1,0,0,System Analyst,10/19,05/20,Network Administrator,06/20,05/24,Teaching Assistant,10/16,02/20,7.23,0
911,University 160,3.88,Bachelors,Garciaton,N/A,1,0,N/A,4,Teaching Assistant,12/16,11/20,Front-end Developer,04/18,11/20,Back-end Developer,05/21,06/23,1.08,0
912,University 122,3.31,Bachelors,South Timothyville,N/A,1,1,N/A,0,Back-end Developer,08/17,07/20,Technical Support Specialist,03/20,06/22,N/A,N/A,N/A,7.51,0
913,University 1,3.81,Phd,Ariasmouth,N/A,1,0,0,3,Data Scientist,05/16,09/16,Data Scientist,07/17,03/19,Developer,09/20,11/23,8.73,0
914,University 147,3.95,Bachelors,North Danielfort,M,0,0,1,0,UX Designer,09/22,05/25,Full-stack Developer,03/20,11/22,Business Analyst,11/16,07/19,7.66,0
915,University 103,3.56,Some College,Melissaville,M,0,1,N/A,3,UX Designer,08/20,01/24,Database Administrator,07/17,10/20,System Analyst,11/20,11/22,1.68,1
916,University 62,3.02,Bachelors,Santiagobury,N/A,1,1,0,0,Database Administrator,02/21,09/23,Software Engineer,02/23,07/26,Front-end Developer,07/16,02/18,8.66,0
917,University 81,3.05,Bachelors,Ryanland,M,0,1,1,3,Full-stack Developer,03/22,10/23,System Analyst,05/20,11/21,Database Administrator,08/22,04/23,3.45,0
918,University 156,3.47,Some College,Lake Abigailbury,M,0,1,N/A,0,Software Engineer,02/22,05/24,QA Analyst,11/16,03/17,N/A,N/A,N/A,7.73,0
919,University 149,3.66,Post-Doc,Shawshire,F,N/A,0,0,3,Front-end Developer,04/17,08/17,Data Analyst,07/16,05/20,N/A,N/A,N/A,8.01,0
920,University 170,3.0,Phd,North Chelseaberg,N/A,N/A,0,N/A,0,IT Manager,07/16,03/18,UX Designer,06/20,10/21,N/A,N/A,N/A,1.25,0
921,University 9,2.9,Phd,Dillonhaven,M,1,1,1,3,Product Manager,03/23,01/25,Data Scientist,03/17,10/19,Network Administrator,10/19,11/22,6.1,0
922,University 85,3.98,Phd,South Staceyberg,M,N/A,0,N/A,2,Applications Developer,11/21,01/24,Technical Support Specialist,05/16,08/18,Teaching Assistant,07/18,07/20,1.37,0
923,University 194,3.87,Some College,Dawsonport,F,1,1,N/A,0,Back-end Developer,07/17,05/18,Back-end Developer,05/16,05/19,Research Assistant,05/17,04/21,1.88,0
924,University 134,2.89,High School,Smithstad,F,1,0,0,3,Data Scientist,08/21,12/24,Research Assistant,11/22,11/24,Data Analyst,06/20,04/24,3.28,1
925,University 141,3.46,Some College,Port Matthew,M,N/A,1,N/A,3,Product Manager,06/22,11/23,UX Designer,07/18,06/21,Network Administrator,03/17,07/20,2.56,0
926,University 171,3.44,Masters,Joneshaven,F,0,0,1,0,System Analyst,06/16,06/18,System Analyst,11/16,05/19,N/A,N/A,N/A,0.42,1
927,University 130,2.89,High School,Port Christy,M,0,1,1,3,Database Administrator,08/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,7.84,0
928,University 46,3.34,Phd,East Robertmouth,N/A,0,1,0,3,Data Analyst,03/20,07/21,Front-end Developer,06/16,01/17,Data Analyst,02/23,11/25,4.17,0
929,University 125,3.9,Some College,Port Judithview,N/A,N/A,1,N/A,0,Software Engineer,09/22,07/26,Front-end Developer,01/19,10/21,Teaching Assistant,01/21,05/23,4.4,0
930,University 94,3.38,High School,Gabrielleland,N/A,1,0,N/A,0,UX Designer,07/18,11/19,System Analyst,03/23,03/24,N/A,N/A,N/A,4.73,0
931,University 23,3.82,Some College,South Kyle,N/A,1,1,0,0,Applications Developer,04/17,12/17,Web Developer,05/21,10/22,Technical Support Specialist,10/22,07/23,9.76,0
932,University 53,3.76,Masters,Mooreport,F,0,1,0,3,Product Manager,04/22,09/24,N/A,N/A,N/A,N/A,N/A,N/A,9.74,1
933,University 74,2.82,Phd,Lake Crystal,N/A,N/A,0,N/A,3,UX Designer,07/16,04/18,Web Developer,01/20,12/22,Data Scientist,10/16,01/20,8.61,0
934,University 180,3.31,High School,Port Karenfort,N/A,N/A,1,1,0,IT Manager,09/16,04/17,Data Scientist,03/18,10/19,N/A,N/A,N/A,1.74,0
935,University 81,3.62,Post-Doc,Johnsonton,M,N/A,1,0,4,Software Engineer,10/19,09/20,Full-stack Developer,09/17,02/21,Technical Support Specialist,03/21,02/25,4.61,1
936,University 164,2.93,Some College,Perryview,M,N/A,1,0,3,Front-end Developer,11/19,08/23,Database Administrator,01/17,02/18,N/A,N/A,N/A,7.11,0
937,University 170,3.94,Phd,Craigbury,M,0,0,N/A,0,IT Manager,09/17,11/20,N/A,N/A,N/A,N/A,N/A,N/A,2.66,0
938,University 160,3.82,Phd,Lisaburgh,M,1,0,0,3,Web Developer,09/19,11/22,Software Engineer,02/22,09/22,N/A,N/A,N/A,3.47,1
939,University 192,3.32,Post-Doc,Robertport,N/A,0,1,N/A,0,Web Developer,12/19,08/23,Full-stack Developer,11/18,03/19,Back-end Developer,01/19,08/21,2.58,0
940,University 80,3.67,Post-Doc,Lake Markfurt,N/A,0,1,1,0,UX Designer,08/21,10/22,Applications Developer,04/19,07/21,N/A,N/A,N/A,5.29,0
941,University 76,3.8,Phd,West Ericshire,M,0,1,0,3,Front-end Developer,01/17,03/20,N/A,N/A,N/A,N/A,N/A,N/A,2.77,1
942,University 194,2.82,High School,Philliptown,M,N/A,0,N/A,0,Full-stack Developer,04/20,03/22,Developer,11/17,11/20,Applications Developer,12/16,01/18,4.95,1
943,University 58,3.51,Post-Doc,Wrightview,N/A,1,1,1,0,Network Administrator,11/21,03/22,Technical Support Specialist,04/16,05/19,QA Analyst,11/22,10/25,2.39,0
944,University 108,3.94,High School,Smithmouth,M,0,0,0,4,Front-end Developer,02/23,08/25,Technical Support Specialist,01/19,11/20,N/A,N/A,N/A,6.85,0
945,University 62,2.83,Masters,Melaniestad,N/A,0,1,N/A,0,Front-end Developer,05/19,07/20,N/A,N/A,N/A,N/A,N/A,N/A,4.65,0
946,University 167,2.81,High School,Cookside,N/A,0,1,1,0,System Analyst,01/17,06/19,QA Analyst,09/20,04/21,N/A,N/A,N/A,1.55,0
947,University 9,3.91,Phd,Jacquelineside,F,1,1,0,0,IT Manager,06/18,02/22,Software Engineer,10/22,06/24,N/A,N/A,N/A,3.94,1
948,University 15,3.4,Masters,New Royside,F,N/A,0,0,0,Network Administrator,06/21,11/23,Research Assistant,06/21,01/23,Network Administrator,06/21,10/24,8.99,1
949,University 20,3.22,Masters,Craigberg,M,N/A,1,1,3,Data Analyst,06/16,08/18,Teaching Assistant,04/21,12/24,N/A,N/A,N/A,1.99,0
950,University 84,3.33,Masters,Port Thomas,M,N/A,0,1,4,Full-stack Developer,11/21,07/24,Back-end Developer,01/17,08/20,N/A,N/A,N/A,0.76,0
951,University 102,3.21,Post-Doc,Jamesburgh,N/A,0,0,1,3,Network Administrator,05/16,12/18,Network Administrator,02/21,02/23,Developer,11/21,11/24,6.46,0
952,University 162,3.71,Bachelors,New Casey,N/A,1,1,N/A,3,Software Engineer,09/16,02/20,N/A,N/A,N/A,N/A,N/A,N/A,5.92,0
953,University 147,3.34,Phd,New Joshua,F,N/A,0,0,4,Full-stack Developer,09/16,03/19,Data Scientist,03/22,04/23,Web Developer,10/17,03/18,7.47,0
954,University 97,3.63,Some College,Christopherburgh,F,0,1,1,3,Product Manager,08/19,05/23,Full-stack Developer,08/20,10/21,N/A,N/A,N/A,9.25,0
955,University 177,3.5,Post-Doc,West Jake,F,1,0,N/A,4,Back-end Developer,03/23,07/25,Technical Support Specialist,04/17,04/20,Software Engineer,06/21,10/22,8.43,0
956,University 105,3.67,Masters,Patriciastad,N/A,1,1,1,0,QA Analyst,03/22,03/23,Database Administrator,03/19,08/21,N/A,N/A,N/A,0.86,0
957,University 57,3.19,Masters,West Christopher,M,1,0,1,1,Web Developer,10/19,08/23,N/A,N/A,N/A,N/A,N/A,N/A,8.14,1
958,University 149,2.94,Bachelors,West Kellyton,F,N/A,1,0,3,Database Administrator,02/23,02/24,Database Administrator,12/19,09/20,N/A,N/A,N/A,0.71,0
959,University 24,2.89,Masters,West Connie,M,N/A,1,1,0,Teaching Assistant,03/17,09/20,N/A,N/A,N/A,N/A,N/A,N/A,9.68,1
960,University 132,3.74,Phd,Lake Amy,N/A,0,0,N/A,0,UX Designer,05/16,12/19,IT Manager,06/19,04/21,N/A,N/A,N/A,3.8,0
961,University 41,3.06,High School,East Peter,M,0,1,1,3,System Analyst,11/18,07/21,N/A,N/A,N/A,N/A,N/A,N/A,9.02,1
962,University 58,3.35,Phd,Lake Matthew,F,0,0,N/A,0,UX Designer,07/19,03/23,Full-stack Developer,03/19,09/21,Product Manager,02/19,12/20,9.58,1
963,University 52,2.83,Some College,North Nathan,N/A,N/A,1,N/A,4,UX Designer,03/17,11/19,Back-end Developer,09/21,06/25,QA Analyst,10/20,07/23,5.39,0
964,University 109,3.64,Bachelors,South Jeremy,M,1,0,1,4,Business Analyst,06/16,02/18,Database Administrator,09/21,08/25,N/A,N/A,N/A,4.81,0
965,University 178,3.68,Bachelors,Myerschester,N/A,0,1,1,4,Database Administrator,06/17,04/19,Developer,08/22,04/24,IT Manager,07/16,09/16,3.11,0
966,University 29,3.89,Phd,Port Anamouth,N/A,0,0,0,4,Database Administrator,08/18,11/19,Software Engineer,06/21,07/21,N/A,N/A,N/A,8.21,0
967,University 139,3.65,Post-Doc,South Katelynfort,N/A,N/A,0,0,3,Data Scientist,02/18,10/21,Data Scientist,05/20,03/23,N/A,N/A,N/A,2.42,0
968,University 24,3.7,High School,West Brittany,M,N/A,0,1,3,Product Manager,08/22,03/23,Data Scientist,08/16,12/17,Business Analyst,08/22,09/24,5.2,0
969,University 115,3.85,Some College,Sanchezbury,M,1,1,0,3,System Analyst,07/17,03/19,QA Analyst,12/22,11/26,N/A,N/A,N/A,2.58,0
970,University 146,3.73,Phd,Molinaview,M,N/A,0,1,0,Data Scientist,11/17,03/20,System Analyst,10/17,03/18,Network Administrator,04/19,01/23,9.38,1
971,University 171,3.07,Masters,Lake Karen,M,N/A,1,1,3,Web Developer,01/22,10/25,Back-end Developer,10/16,10/18,QA Analyst,04/23,06/23,0.77,0
972,University 14,3.01,Bachelors,Scottville,M,0,0,1,4,System Analyst,07/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,5.28,1
973,University 123,3.22,Bachelors,Ronaldshire,F,0,1,1,3,Web Developer,02/23,07/25,Research Assistant,06/18,08/21,Technical Support Specialist,08/22,01/23,3.27,0
974,University 69,3.13,Some College,Lopezside,F,0,1,1,3,QA Analyst,04/23,11/24,Database Administrator,11/19,01/21,Full-stack Developer,08/19,03/20,0.54,0
975,University 20,3.89,Phd,Markland,N/A,1,0,N/A,0,Technical Support Specialist,08/22,03/23,N/A,N/A,N/A,N/A,N/A,N/A,0.54,0
976,University 100,3.57,High School,Tapiachester,M,0,1,N/A,0,Data Analyst,04/21,07/24,Full-stack Developer,08/18,08/22,N/A,N/A,N/A,2.99,1
977,University 25,3.45,Some College,Gilbertborough,M,N/A,0,1,0,Teaching Assistant,02/20,12/23,QA Analyst,12/18,04/21,Back-end Developer,07/21,06/25,2.78,1
978,University 135,2.88,Post-Doc,Joseside,M,N/A,1,0,0,Software Engineer,12/17,09/19,Front-end Developer,08/20,05/24,Data Analyst,01/23,09/24,6.1,1
979,University 58,3.58,Phd,South Maryside,F,N/A,1,1,4,Applications Developer,11/20,11/21,Back-end Developer,08/22,07/24,Business Analyst,05/17,02/21,2.12,0
980,University 9,3.91,Post-Doc,Wilsonberg,M,N/A,0,0,1,Back-end Developer,05/20,02/22,QA Analyst,05/16,08/16,IT Manager,07/16,02/18,2.94,0
981,University 88,2.8,Post-Doc,Cindyport,M,1,0,1,3,Developer,06/16,06/20,Front-end Developer,01/19,07/21,N/A,N/A,N/A,9.88,0
982,University 46,3.36,Some College,Chadville,N/A,0,1,1,3,Product Manager,04/19,09/21,IT Manager,05/17,05/19,Network Administrator,01/20,03/23,2.06,0
983,University 137,3.27,Some College,North Karaville,M,0,0,N/A,0,Developer,05/16,06/19,N/A,N/A,N/A,N/A,N/A,N/A,3.63,0
984,University 187,3.02,Bachelors,Charlesside,N/A,1,0,0,3,Database Administrator,08/21,10/23,Full-stack Developer,01/21,01/23,Back-end Developer,04/22,05/23,2.94,0
985,University 99,3.62,Masters,East Jodi,M,1,1,0,4,QA Analyst,06/16,06/19,N/A,N/A,N/A,N/A,N/A,N/A,6.65,1
986,University 16,3.72,Some College,Guerreroview,F,1,0,N/A,0,QA Analyst,08/18,10/18,N/A,N/A,N/A,N/A,N/A,N/A,4.49,0
987,University 181,2.94,High School,Lake Williamhaven,F,0,1,N/A,3,Web Developer,03/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,9.83,0
988,University 191,3.56,Bachelors,Port Alisonberg,F,N/A,0,0,0,Database Administrator,05/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,8.95,0
989,University 133,3.14,High School,Wrightside,N/A,N/A,1,1,0,Teaching Assistant,08/19,11/20,Network Administrator,09/20,02/21,Full-stack Developer,04/18,07/18,1.52,0
990,University 67,3.49,Phd,Mejiaton,M,0,1,N/A,3,Data Scientist,04/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,0.94,1
991,University 43,3.66,Bachelors,Dianeland,N/A,1,1,1,3,System Analyst,08/18,02/22,IT Manager,12/19,02/20,N/A,N/A,N/A,1.22,0
992,University 53,3.84,Bachelors,Leeburgh,M,N/A,1,N/A,0,Developer,03/19,10/22,Developer,02/19,08/20,N/A,N/A,N/A,5.75,1
993,University 88,3.21,Masters,Hannahburgh,F,N/A,0,N/A,0,Applications Developer,04/23,02/26,QA Analyst,12/20,01/21,N/A,N/A,N/A,1.39,0
994,University 40,2.89,High School,South Miguel,N/A,1,1,1,0,Software Engineer,12/16,02/20,IT Manager,04/22,10/25,N/A,N/A,N/A,6.07,0
995,University 36,3.54,Post-Doc,Roseborough,M,N/A,0,1,0,Back-end Developer,05/22,06/22,Applications Developer,01/23,07/25,N/A,N/A,N/A,5.66,1
996,University 200,3.0,Post-Doc,Harrisonburgh,F,N/A,0,N/A,3,System Analyst,12/21,12/22,System Analyst,09/19,10/19,Software Engineer,06/22,08/23,4.19,0
997,University 139,3.49,High School,North Angela,F,1,0,1,4,Front-end Developer,09/20,01/21,IT Manager,07/18,03/20,Full-stack Developer,03/21,04/22,7.81,0
998,University 41,3.31,High School,Sharonborough,M,1,1,N/A,4,Network Administrator,02/20,06/20,Web Developer,10/20,03/21,Network Administrator,07/20,07/21,6.8,0
999,University 96,3.64,Post-Doc,Darrenburgh,M,1,1,1,3,System Analyst,06/16,04/19,Software Engineer,04/16,01/20,Applications Developer,08/16,06/17,7.6,0
1000,University 190,3.77,Phd,New Connor,F,1,1,1,3,System Analyst,04/16,04/20,Data Analyst,11/20,01/24,N/A,N/A,N/A,7.85,1
